normalized_valence,normalized_arousal
0.10561370123691724,0.6583027335781314
0.07601226345279627,0.20134638922888615
0.8847658314832435,0.7082823337413301
0.16481657680515913,0.28090575275397794
0.8149910138492442,0.5308037535699714
0.6553546886563062,0.8031415748674011
0.7261867004968813,0.7980416156670748
0.5898086478486098,0.6450428396572828
0.953483454910667,0.7205222358221134
0.4449730415477323,0.9184006527947777
0.8001902949571836,0.6715626274989801
0.8097050428163655,0.8092615259077928
0.9577122317369701,0.5746634026927785
0.978856115868485,0.8215014279885761
0.6511259118300032,0.49918400652794775
0.3477111745427635,0.4920440636474908
0.7420446135955175,0.7256221950224399
0.9492546780843641,0.8714810281517748
0.5062903055291257,0.3880048959608323
0.8245057617084258,0.8918808649530804
0.7240723120837298,0.9908200734394125
0.5242626070409134,0.35434516523867804
0.49254678084364095,0.5491636066911465
0.7716460513796385,0.8276213790289677
0.9175388518870917,0.8602611179110567
0.8033618775769109,0.868421052631579
0.8847658314832435,0.8663810689514484
0.38154138915318747,0.6501427988576092
0.7663600803467597,0.9163606691146471
0.7653028861401839,0.8255813953488371
0.4555449836134898,0.3563851489188086
0.46823131409239876,0.9969400244798041
0.16058779997885614,0.7205222358221134
0.882651443070092,0.8133414932680538
0.6120097261867005,0.8888208894328845
0.4122000211438841,0.5879232966136271
0.7092715931916693,0.6001631986944105
0.7240723120837298,0.9235006119951041
1.0,0.6338229294165647
0.1775029072840681,0.14626682986536108
0.22930542340627974,0.539983680130559
0.9777989216619093,0.45022439820481436
0.912252880854213,0.7133822929416564
0.7505021672481235,0.6736026111791107
0.5506924622053072,0.2962056303549571
0.3096521831060366,0.26662586699306406
0.37731261232688446,0.1585067319461444
0.47034570250555024,0.39310485516115873
0.36779786446770274,0.50734394124847
0.899566550375304,0.7562219502243982
0.761074109313881,0.8235414116687066
0.4291151284490961,0.847001223990208
0.7917327413045777,0.7756017951856385
0.7050428163653663,0.5869033047735618
0.799133100750608,0.7419420644634843
0.4978327518765197,0.7052223582211342
0.3096521831060366,0.6613627090983273
0.9016809387884555,0.8643410852713178
0.8023046833703352,0.45022439820481436
0.7261867004968813,0.8235414116687066
0.5263769954540649,0.45022439820481436
0.723015117877154,0.697062423500612
0.8646791415583043,0.76234190126479
0.34453959192303624,0.45532435740514077
0.6680410191352152,0.6419828641370869
0.44708742996088385,0.5705834353325173
0.45977376043979273,0.3625050999592003
0.6595834654826092,0.6277029783761731
0.6331536103182155,0.6440228478172175
0.5686647637170947,0.5430436556507549
0.6659266307220637,0.6144430844553244
0.16587377101173487,0.31660546715626275
0.90802410402791,0.5512035903712771
0.6733269901680939,0.6511627906976745
0.8001902949571836,0.7093023255813953
0.7663600803467597,0.514483884128927
0.337139232477006,0.48898408812729494
0.5728935405433978,0.7031823745410036
0.6278676392853367,0.6909424724602203
0.6120097261867005,0.6358629130966953
0.8467068400465165,0.7031823745410036
0.7727032455862142,0.6062831497348021
0.10349931282376575,0.620563035495716
0.47457447933185326,0.44716442268461853
0.44603023575430806,0.5746634026927785
0.8340205095676075,0.8225214198286414
0.9312823765725764,0.7042023663810689
0.7970187123374565,0.9500203998368013
0.7769320224125172,0.6919624643002855
0.43334390527539907,0.39514483884128926
0.7388730309757903,0.8082415340677275
0.40162807907812664,0.8786209710322318
0.6870705148535785,0.6685026519787842
0.9006237445818798,0.5277437780497757
0.878422666243789,0.583843329253366
0.5126334707685802,0.5583435332517339
0.7462733904218205,0.6623827009383926
0.714557564224548,0.8888208894328845
0.836134897980759,0.5777233782129743
0.6077809493603975,0.7541819665442676
0.7420446135955175,0.748062015503876
0.8044190717834867,0.4318645450836393
0.8424780632202136,0.7980416156670748
0.35088275716249073,0.5624235006119951
0.5253198012474892,0.7939616483068136
0.1468442752933714,0.4594043247654019
0.3825985833597632,0.8643410852713178
0.8858230256898192,0.9031007751937985
0.2092187334813405,0.912280701754386
0.3054234062797336,0.6552427580579356
0.2578496669838249,0.41962464300285596
0.35088275716249073,0.5134638922888617
0.7335870599429115,0.36352509179926557
0.614124114599852,0.8663810689514484
0.978856115868485,0.9235006119951041
0.9185960460936674,0.6960424316605467
0.4851464213976107,0.6338229294165647
0.7779892166190929,0.8337413300693595
0.9344539591923037,0.6746226030191759
0.8763082778306375,0.8521011831905345
